video_id,subs_contrib
'-Ip9NbumN4w,857.0670191586782
'-kBTQSrJ9XI,242.50002491927188
0No6JG3WnGU,48.98264484396142
22snwD-qpBc,522.5392036295866
7z_f38WJWkc,0.0
9c9OWXctdz8,559.2690267133274
AblS3F5h3YI,133.63116489870828
K1GBUzbsfNM,297.49971273705336
K8C-5lqcN7g,2663.404198740293
L7cq1Gx7MVE,73.69301674795163
N0CzugP4-uk,41.515260552825765
UBjvwuTYoJU,286.31680688109793
XiMbHZBQCNA,28.02451664731118
bgteiw44W0w,765.6513914155648
xpiClsxwCR8,401.67138431600586
zf5-auHHsEc,221.09177065550574
